"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","ONTOLOGY","CellLine"
"GO:1902495","GO:1902495","transmembrane transporter complex",405,-0.212641395705516,-0.945433251084292,0.668478260869565,1,0.839108447274771,4230,"tags=22%, list=22%, signal=18%","KCNK12/NDUFV3/KCNG4/LRRC8A/KCNA2/COX1/CHRNA6/CACNA1E/LRRC55/SCN9A/CACNA1D/KCNK7/DLG2/KCND2/CATSPERG/KCNG1/SCN3A/CLCNKA/CHRNA2/CACNB2/CHRND/TMEM199/CHRNB2/CYBB/CACNG2/KCNC2/ATP5F1E/KCNJ2/LRRC8E/ATP6V1B1/TPCN2/SCN7A/SCN2B/KCNMB3/TRPC5/KCNK2/CLIC2/CPT1C/KCNMB2/SLC9A1/CLIC5/CHRFAM7A/ATP6V0A4/KCNC4/KCNA5/KCNC3/ATP6V0A2/BEST4/RYR3/ND4/RNASEK/CACNG5/GABRG3/GRIN2B/GABRR1/COX2/GLRA3/PKD1L3/KCNB1/TRPM5/GRIN3A/COX3/CYTB/WDR93/SCN11A/CACNG8/CNGB1/VWC2L/SCN4A/SCNN1D/STAC3/KCNAB3/ND5/CLDN4/ND4L/KCNQ1/KCNE1/ND3/CHRNA10/CHRNB3/KCNE2/ATP2A1/ND2/KCNK13/ND1/KCNJ16/ATP6/KCNJ14/ATP8/KCNMB1","CC","iN #1"
"GO:0043296","GO:0043296","apical junction complex",125,0.239342632934218,0.945387727424487,0.611336032388664,1,0.839108447274771,6096,"tags=42%, list=32%, signal=29%","TJP2/TJP3/CGN/CRB3/PMP22/JAM2/MPP7/CTNNA1/MXRA8/VCL/F11R/SYNPO/CCDC85C/FRMD6/PARD6B/AMOT/WNK3/ECT2/LIN7A/SAPCD2/FZD5/WNK4/WWTR1/RAP2B/VAPA/CDH1/KIFC3/NPHP4/ACTB/EPCAM/PRKCI/CLDN16/CLDN1/OCEL1/PDCD6IP/YBX3/MPDZ/LSR/STRN/SORBS1/ARHGEF2/MICALL2/CCDC88C/PARD3/AMOTL2/LIN7B/NECTIN1/CLDN6/YAP1/TJAP1/EPB41L4B/TGFBR1","CC","iN #1"
"GO:0030426","GO:0030426","growth cone",156,0.23155781937335,0.941152724867595,0.614314115308151,1,0.839108447274771,6934,"tags=41%, list=36%, signal=26%","ANG/PCDHGB1/BOC/FLNA/EPHA4/WHRN/RTN4R/DVL1/RASGRF1/SNAP25/TSHZ3/TWF2/TIAM2/STMN4/COBL/NGEF/FSCN1/NRSN1/IQGAP1/MYH14/DCTN2/PTCH1/EPS8/EXOC4/KIF5C/IGF2BP1/NDRG2/ACAP3/HSP90AB1/NEFL/HSP90AA1/CIB1/STX3/ABITRAM/APP/APBB2/KIF20B/CD2AP/C9orf72/FKBP15/RAC3/FGF13/FEZ1/SHTN1/NECTIN1/OLFM1/KLC1/WDR47/CFL1/APBB1/GPRIN1/DPYSL3/TIAM1/MYO5A/CRMP1/FMR1/L1CAM/ITGA3/MYO9A/STMN2/USP9X/PPP1R9B/ERC2/FKBP4","CC","iN #1"
"GO:0005776","GO:0005776","autophagosome",102,0.243857333586492,0.928639879857129,0.610997963340122,1,0.839108447274771,6757,"tags=44%, list=35%, signal=29%","MCOLN3/CALCOCO2/TAX1BP1/SRPX/CHMP3/RUBCNL/WIPI1/GRAMD1A/ATG9A/MAP1LC3B2/OPTN/GABARAPL1/FTL/NBR1/RAB24/PRKD1/MAP1LC3B/RB1CC1/ATG12/JMY/GABARAP/ATP6AP2/TRIM21/TBC1D12/ATG9B/TICAM1/TRIM32/CHMP5/C9orf72/TP53INP1/LAMP2/UBQLN4/UBQLN1/CHMP1B/OSBPL7/FTH1/GABARAPL2/MAP1LC3A/NRBF2/RAB7A/RAB2A/ATG13/VMP1/NCOA4/RAB23","CC","iN #1"
"GO:0098862","GO:0098862","cluster of actin-based cell projections",136,0.233303087793239,0.92836001595816,0.66260162601626,1,0.839108447274771,5320,"tags=38%, list=28%, signal=27%","MYO1E/SLC3A1/LRP2/TRPA1/FLNA/EPS8L2/CDC14A/TMPRSS15/SLC26A6/TMC1/DRD5/VCL/WHRN/MYO7B/RSPH9/PLS1/MYO3B/ATP7A/PKHD1L1/PIEZO1/KCNK1/TWF2/MYO1D/FLNB/EZR/SLC9A3/ACE2/ACTN1/MYH14/ITPR3/SLC4A7/GNA13/EPS8/TRIOBP/LIMA1/ACTB/ADD3/PRKCI/KPTN/MYO1B/CDH23/MYL6/HSP90AA1/BBS2/DCXR/ESPN/MFSD10/B4GALT1/CAPZA2/USH1C/SLC38A2","CC","iN #1"
"GO:0030018","GO:0030018","Z disc",108,0.241974328491051,0.927921159112097,0.645228215767635,1,0.839108447274771,2650,"tags=15%, list=14%, signal=13%","SLC2A1/FHL2/CSRP2/CRYAB/BAG3/FLNA/ACTN2/PDLIM3/FLNC/JPH2/PPP2R5A/SYNPO/TCAP/NEBL/HOMER1/KRT19","CC","iN #1"
"GO:0005923","GO:0005923","bicellular tight junction",101,0.243477143074761,0.926946337574617,0.615071283095723,1,0.839108447274771,6096,"tags=43%, list=32%, signal=29%","TJP2/TJP3/CGN/CRB3/PMP22/JAM2/MPP7/MXRA8/F11R/SYNPO/CCDC85C/PARD6B/AMOT/WNK3/ECT2/LIN7A/SAPCD2/FZD5/WNK4/WWTR1/RAP2B/VAPA/NPHP4/EPCAM/PRKCI/CLDN16/CLDN1/OCEL1/PDCD6IP/YBX3/MPDZ/LSR/STRN/ARHGEF2/MICALL2/PARD3/AMOTL2/LIN7B/CLDN6/YAP1/TJAP1/EPB41L4B/TGFBR1","CC","iN #1"
"GO:0005798","GO:0005798","Golgi-associated vesicle",83,0.24994383264482,0.926256357780951,0.630021141649049,1,0.839108447274771,5685,"tags=35%, list=30%, signal=25%","DIPK2A/RHOQ/TMED9/SPG21/ATP7A/MAP6D1/CHIC2/CLTCL1/CCDC115/RAB8B/TMED7/PKD1/AP1S1/PACSIN1/STEAP2/STK26/COPZ1/AFTPH/CLTC/AP2A1/DOP1A/APP/ZDHHC17/TMED10/PACS1/AP1S2/CLTB/KDELR1/TMED3","CC","iN #1"
"GO:0098858","GO:0098858","actin-based cell projection",187,0.224065018756749,0.925144909893757,0.689161554192229,1,0.839108447274771,5068,"tags=30%, list=26%, signal=23%","MYO1E/ITGB3/PLEKHG6/EPS8L2/CDC14A/SLC6A6/MSN/TMC1/ACTN2/SPEF1/EPHA4/WHRN/MYO7B/CLIC4/PLS1/MYO3B/SNAP25/NLGN1/ATP7A/ACTA2/PKHD1L1/MTM1/PIEZO1/TWF2/ARL4C/TIAM2/MYO1D/EZR/PTPRH/PDGFRA/FSCN1/TWF1/NGDN/SYTL1/ITGA6/SLC4A7/EPS8/TRIOBP/EXOC4/ATP6V1B2/AQP5/IGF2BP1/SLC7A8/KPTN/AP2A1/MYO1B/CDH23/BBS2/CIB1/AMN1/DPEP1/DCXR/ABITRAM/SLC7A5/ESPN/SPATA13/B4GALT1","CC","iN #1"
"GO:0005793","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment",117,0.237460761805579,0.924110537179627,0.657200811359026,1,0.839108447274771,6916,"tags=40%, list=36%, signal=26%","STK17B/TGFA/TMED6/SERPINH1/BET1/TMED9/PIEZO1/INPP5B/LMAN1/FN1/CCDC115/ZDHHC20/TMED7/LMAN1L/DDHD2/ERGIC2/ZDHHC9/TBC1D20/PDIA6/RAB6B/CTSZ/P4HB/IST1/AZIN2/LRPAP1/ERGIC3/TMED10/MTMR6/WHAMM/KDELR1/TMED3/YIF1A/TMED1/MYO18A/MYDGF/ATP6AP1/GALNT1/YIF1B/RAB2A/CD55/VMP1/MCFD2/MPPE1/COPB1/CNIH3/F8/CNIH1","CC","iN #1"
"GO:0030117","GO:0030117","membrane coat",92,0.246428719713397,0.92167321907165,0.636174636174636,1,0.839108447274771,7969,"tags=58%, list=42%, signal=34%","DIPK2A/SEC24D/AP3M2/BTBD8/CLTCL1/STON1/TMED7/KLHL12/EPS15L1/SEC24B/SCN10A/AP3S1/AP1S1/COPZ1/ARL6/AFTPH/AP2A2/AP2B1/CLTC/AP2A1/PICALM/AP3B1/EPN3/EPS15/AP1S2/CLTB/SEC24C/CHMP1B/TMED3/EPN2/AP4M1/VPS41/CLTA/AP2M1/NECAP1/VPS39/COPB1/COPE/SEC23A/SEC31B/SEC24A/ARCN1/SCYL1/PEF1/CHMP2A/SEC31A/SEC13/COPG2/COPB2/AP2S1/EPN1/COPG1/SCLT1","CC","iN #1"
"GO:0048475","GO:0048475","coated membrane",92,0.246428719713397,0.92167321907165,0.636174636174636,1,0.839108447274771,7969,"tags=58%, list=42%, signal=34%","DIPK2A/SEC24D/AP3M2/BTBD8/CLTCL1/STON1/TMED7/KLHL12/EPS15L1/SEC24B/SCN10A/AP3S1/AP1S1/COPZ1/ARL6/AFTPH/AP2A2/AP2B1/CLTC/AP2A1/PICALM/AP3B1/EPN3/EPS15/AP1S2/CLTB/SEC24C/CHMP1B/TMED3/EPN2/AP4M1/VPS41/CLTA/AP2M1/NECAP1/VPS39/COPB1/COPE/SEC23A/SEC31B/SEC24A/ARCN1/SCYL1/PEF1/CHMP2A/SEC31A/SEC13/COPG2/COPB2/AP2S1/EPN1/COPG1/SCLT1","CC","iN #1"
"GO:0014069","GO:0014069","postsynaptic density",340,0.210276346693118,0.920001465004981,0.721854304635762,1,0.839108447274771,5758,"tags=29%, list=30%, signal=21%","BNIP3/EGLN1/LRP4/SHISA8/SORCS3/ADCY8/ITPR1/ANP32E/RGS14/ACTN2/EPHA4/GRIN3B/P2RY1/SYNPO/INSYN2B/CAMK2D/ARHGAP32/PCBP1/PRNP/DVL1/EIF3E/GRID2IP/EFNB3/LRFN2/NLGN1/PJA2/AMOT/ATP7A/IGSF11/HOMER1/SH2D5/IQSEC1/IGSF21/TNIK/LIN7A/RPS14/RPL12/GPSM2/KLHL17/GIT1/RPS3/TANC1/PRRT2/SLC16A7/FYN/RPL30/VPS35/CPEB1/DLG4/RPS13/PRR7/RPS19/RPS27/PSD/DNAJB1/PCBP2/MINK1/EPS8/RPL7/RPLP0/RPL38/SPOCK1/SYNDIG1/ADD3/CNKSR2/AGAP3/CADM1/RHEB/GRM3/EIF3A/GRID1/GRIA2/GSG1L/MPDZ/RPL8/LZTS3/SH3KBP1/STRN/RPL10A/RPL6/GRIK3/NPTN/MPP2/DLGAP2/ASIC2/CAMK2N1/SYNGAP1/LRRC4B/RTN1/PPFIA2/CAMK2G/GRIK4/ELFN1/LIN7B/PTPRT/NEURL1/RTN4/ZDHHC2/DNAJC6/DNM3","CC","iN #1"
"GO:0098562","GO:0098562","cytoplasmic side of membrane",176,0.22390726282995,0.918814382655214,0.690283400809717,1,0.839108447274771,4609,"tags=27%, list=24%, signal=20%","TRADD/RASAL3/STAC2/LYN/SOCS3/PLEKHA4/KIT/DSG1/HCK/ALOX15/DTNA/GEM/SYT6/GNAI3/FRMD6/JAK1/LDLRAP1/FERMT2/GM2A/GNAZ/CACNB4/S100A6/RPS29/GNG12/OTULINL/BIRC2/TRAF3/IQGAP1/EEF1A1/ESYT3/ITPR3/GNA13/RAB21/GNAI2/CDH1/KXD1/ACP1/SNAPIN/RPS28/DNAJB2/MTSS1/MTSS2/NTSR1/AP2A2/PTPN1/AP2B1/AP2A1","CC","iN #1"
"GO:0005802","GO:0005802","trans-Golgi network",238,0.216092522448927,0.918767429597567,0.717344753747323,1,0.839108447274771,5945,"tags=32%, list=31%, signal=23%","CIMAP3/CHST3/FCMR/RAB43/RGS20/CHST7/FLNA/PLEKHA8/MARCHF1/PCSK5/ATP8B3/PIK3C2A/GCNT1/GGA2/ST3GAL1/PI4K2B/WIPI1/ATG9A/TGFBI/RAB29/SNAP25/ATP7A/ATP8B4/CLTCL1/COG6/ARL5B/COG5/OPTN/CCDC186/RAB11FIP3/BACE2/DENND5A/WLS/CHAC1/SCOC/RAB30/PRKD1/SORL1/RAB21/GRN/AP1S1/YIPF1/GOLPH3L/CDH1/COG3/BAIAP3/ATG9B/SCAMP1/VPS51/PREPL/TBC1D23/AFTPH/CLTC/MYO1B/DOP1A/MARCHF9/AZIN2/APP/USP6NL/ARAP1/CD2AP/LAMP2/ATP8B2/RAB6A/RIC1/AP1S2/CLTB/LLGL1/FAM91A1/ARL1/STX8/STX16/STX6/ELAPOR1/AP4M1/MYO18A/COG7","CC","iN #1"
"GO:0034702","GO:0034702","monoatomic ion channel complex",303,-0.212601700403733,-0.916878717092162,0.739852398523985,1,0.839108447274771,4230,"tags=23%, list=22%, signal=19%","KCNK12/KCNG4/LRRC8A/KCNA2/CHRNA6/CACNA1E/LRRC55/SCN9A/CACNA1D/KCNK7/DLG2/KCND2/CATSPERG/KCNG1/SCN3A/CLCNKA/CHRNA2/CACNB2/CHRND/CHRNB2/CYBB/CACNG2/KCNC2/ATP5F1E/KCNJ2/LRRC8E/TPCN2/SCN7A/SCN2B/KCNMB3/TRPC5/KCNK2/CLIC2/CPT1C/KCNMB2/CLIC5/CHRFAM7A/KCNC4/KCNA5/KCNC3/BEST4/RYR3/CACNG5/GABRG3/GRIN2B/GABRR1/GLRA3/PKD1L3/KCNB1/TRPM5/GRIN3A/SCN11A/CACNG8/CNGB1/VWC2L/SCN4A/SCNN1D/STAC3/KCNAB3/CLDN4/KCNQ1/KCNE1/CHRNB3/KCNE2/ATP2A1/KCNK13/KCNJ16/ATP6/KCNJ14/ATP8/KCNMB1","CC","iN #1"
"GO:0030017","GO:0030017","sarcomere",173,0.224163143179657,0.916065424669075,0.707566462167689,1,0.839108447274771,4201,"tags=24%, list=22%, signal=19%","SLC2A1/FHL2/ENO1/CSRP2/CRYAB/BAG3/LMOD1/FLNA/TMOD4/ALDOA/MYBPC3/ACTN2/POLR2M/TPM2/PDLIM3/FLNC/JPH2/PPP2R5A/SYNPO/TCAP/NEBL/MYOM2/HOMER1/KRT19/MTM1/FERMT2/FLNB/LMAN1/TNNT1/ACTN1/NBR1/ILK/PRKD1/TMOD3/CORO1C/DNAJB4/MYOM3/MYPN/RPL15/PDLIM1/KRT8/CASQ1","CC","iN #1"
"GO:0005774","GO:0005774","vacuolar membrane",401,0.205386956894777,0.909441446736391,0.804878048780488,1,0.839108447274771,6462,"tags=39%, list=34%, signal=27%","SLC3A1/GPR137B/FCMR/ABCB6/SLC39A8/THBD/LYN/VLDLR/LRP2/HPSE/CD1D/MCOLN3/GPR155/TFEB/MARCHF1/RRAGD/MANBA/SLCO4C1/STOM/SLC17A9/CALCOCO2/FLCN/ABCA13/PLEKHF1/MGST1/CHMP3/RUBCNL/WIPI1/SLC3A2/CPNE1/GNAI3/RRAGC/AHNAK/PCSK9/DRAM2/TBC1D7/FNIP2/RNF152/TLR9/LDLR/HPS4/ATP6V1C2/SCARB2/LAMTOR5/MAP1LC3B2/ANXA2/CCDC115/ITM2C/PLD1/TMEM9/ATXN3/RRAGA/ABCA5/PSAP/MFSD12/GABARAPL1/CD63/DAB2/EEF1A1/TRIM23/BRI3/SBF2/VPS35/ATP11B/NPRL2/PRKD1/ARL8B/MAP1LC3B/RB1CC1/VAPA/ATG12/JMY/GABARAP/GRN/ATP6AP2/AP1S1/RDH14/KXD1/GDAP2/SNAPIN/ATP6V1B2/ATP6V1H/STX7/CPNE3/TMEM30A/CD164/RHEB/AP2A2/KPTN/ATP6V1C1/AP2B1/CLTC/AP2A1/TCIRG1/SLC30A3/ATP6V1F/MARCHF9/RRAGB/BLOC1S2/SLC30A4/AP3B1/SLC7A5/B4GALT1/LAPTM4B/UBXN6/DNAJC5/FNIP1/ITFG2/CHMP5/EEF1A2/MLST8/SLC15A4/LAMP2/UBA52/GNAI1/SLC17A5/DRAM1/AP1S2/STK11IP/KIF5B/NFAM1/STARD3NL/CHMP1B/TMEM59/WDR24/MMD/VOPP1/CD68/GNB4/ATP6V1A/SLC39A14/ATRAID/PRCP/ELAPOR1/PRMT1/ATP6V0B/ABCD4/TSC1/ATP6AP1/GABARAPL2/VPS41/MAP1LC3A/CLTA/PLAAT3/ANKFY1/RAB7A/TMEM79/ATP6V1G1/AP2M1/TOM1/M6PR/SLC7A14/MTMR2/RAB2A/SIDT2/B2M/RAP1B/LAMTOR3","CC","iN #1"
"GO:0016328","GO:0016328","lateral plasma membrane",53,0.265019486058586,0.908607244844585,0.647773279352227,1,0.839108447274771,4483,"tags=34%, list=23%, signal=26%","SLC16A3/DSG1/DSG2/MPP7/DVL2/DVL1/SNTA1/GPSM2/NUMA1/IQGAP1/PKD1/CORO1C/CDH1/ABCC1/EPCAM/AXIN1/ATP1B1/CLDN1","CC","iN #1"
"GO:0097730","GO:0097730","non-motile cilium",132,0.228420460235387,0.904482308762225,0.740740740740741,1,0.839108447274771,2378,"tags=14%, list=12%, signal=13%","RGS9BP/CNGA1/MERTK/DHRS3/MAK/DRD1/C1orf115/OPN1SW/CDC14A/INHA/CEP250/DRD5/GLIS2/WHRN/PRCD/PTGS1/RSPH9/GRK7/CFAP69","CC","iN #1"
"GO:0005874","GO:0005874","microtubule",424,0.200928931364661,0.897822404984071,0.830434782608696,1,0.839108447274771,6276,"tags=33%, list=33%, signal=23%","FAM110C/TUBB6/MNS1/NDRG1/DNAI2/SPAG6/CDK1/TEKT3/REEP4/TUBD1/AURKC/HAUS4/HOOK1/RASSF1/KIF12/KIF19/JAKMIP1/CAPN6/HAUS7/BCL10/LZTS2/ROR2/SPMIP8/RGS14/KLC3/TUBA4A/CLIP4/SPEF1/CIMAP1D/KATNA1/RASSF3/MT3/CEP57/RASSF5/PLK1/CHMP3/NEK2/PSRC1/DVL1/SAXO4/GAS2L3/DYNLRB2/NEK7/KIF2C/MAP6D1/TTLL13/BOD1/FAM110A/TPT1/CYP2A6/CCSAP/MAP1LC3B2/HAUS5/NUMA1/EML2/GABARAPL1/IQGAP1/HAUS8/TUBE1/FBXW11/GAS8/AKNA/IFT70A/KATNAL1/MAP1LC3B/CFAP210/GABARAP/TUBB8/FAM161B/DCTN2/KIFC3/EMD/GTSE1/CENPE/BBLN/KIF5C/ARL6/MAP1S/REEP1/CFAP53/DNAH6/CLTC/OPA1/EIF3A/CDK5RAP3/TUBGCP2/TUBG2/KIF26A/HAUS6/KIF4A/CALM2/DCXR/RACGAP1/BCL2L11/KIF20B/CHMP5/ARHGEF2/CCT4/DYNC1LI2/MID1IP1/DYNC1I1/MTA1/FGF13/FEZ1/DYNLT3/WHAMM/TUBGCP3/KIF11/INCENP/SHTN1/HAUS3/KIF5B/DYNC1LI1/CHMP1B/SYBU/CFAP20/TUBB2B/DNM3/SEPTIN9/CUL3/KLC1/CFAP96/KLC4/CKAP5/LRPPRC/WDR47/DYNC2H1/CFAP68/NEK6/CFAP90/MAP1LC3A/TPGS1/MAP4/SNTB2/ODF2/MAPRE1/KIF18A/PYCARD/DNAH3/STMN1/TIAM1","CC","iN #1"
"GO:0140534","GO:0140534","endoplasmic reticulum protein-containing complex",103,0.233891258698163,0.893152572764282,0.701431492842536,1,0.839108447274771,3165,"tags=11%, list=17%, signal=9%","P4HA1/INSIG2/SEC61G/PIGA/INSIG1/HLA-A/TMEM258/NBAS/CAMLG/TAPBPL/ERN2","CC","iN #1"
"GO:0032279","GO:0032279","asymmetric synapse",356,0.201431816158098,0.886326914970765,0.841201716738197,1,0.839108447274771,5758,"tags=29%, list=30%, signal=21%","BNIP3/EGLN1/LRP4/SHISA8/SORCS3/ADCY8/ITPR1/ANP32E/C1QL1/RGS14/ACTN2/EPHA4/GRIN3B/P2RY1/SYNPO/INSYN2B/CAMK2D/ARHGAP32/PCBP1/PRNP/DVL1/EIF3E/GRID2IP/EFNB3/LRFN2/NLGN1/PJA2/AMOT/ATP7A/IGSF11/HOMER1/SH2D5/IQSEC1/IGSF21/TNIK/LIN7A/RPS14/RPL12/GPSM2/KLHL17/GIT1/RPS3/TANC1/PRRT2/SLC16A7/FYN/RPL30/VPS35/CPEB1/DLG4/RPS13/PRR7/RPS19/RPS27/PSD/DNAJB1/PCBP2/MINK1/EPS8/RPL7/RPLP0/RPL38/SPOCK1/SYNDIG1/ADD3/CNKSR2/AGAP3/CADM1/RHEB/GRM3/EIF3A/GRID1/GRIA2/GSG1L/MPDZ/RPL8/LZTS3/SH3KBP1/STRN/RPL10A/RPL6/GRIK3/NPTN/MPP2/DLGAP2/C1QL2/ASIC2/CAMK2N1/SYNGAP1/LRRC4B/RTN1/PPFIA2/CAMK2G/GRIK4/ELFN1/LIN7B/PTPRT/NEURL1/RTN4/ZDHHC2/ITGB1/DNAJC6/DNM3","CC","iN #1"
"GO:0030427","GO:0030427","site of polarized growth",160,0.216924947135419,0.884858688208964,0.779761904761905,1,0.839108447274771,5298,"tags=27%, list=28%, signal=20%","ANG/PCDHGB1/BOC/FLNA/EPHA4/WHRN/RTN4R/DVL1/RASGRF1/SNAP25/TSHZ3/TWF2/TIAM2/STMN4/COBL/NGEF/FSCN1/NRSN1/IQGAP1/MYH14/DCTN2/PTCH1/EPS8/EXOC4/KIF5C/IGF2BP1/NDRG2/ACAP3/HSP90AB1/NEFL/HSP90AA1/CIB1/STX3/ABITRAM/APP/APBB2/KIF20B/CD2AP/C9orf72/FKBP15/RAC3/FGF13/FEZ1","CC","iN #1"
"GO:0055037","GO:0055037","recycling endosome",177,0.21543710393362,0.884058343014035,0.797570850202429,1,0.839108447274771,6643,"tags=37%, list=35%, signal=25%","EHD2/NDRG1/RAB11FIP5/TFRC/RAP2A/HLA-A/ATG9A/RAB11FIP1/RAB29/ENTREP1/HLA-C/LDLRAP1/KCNK1/PACSIN2/TNIK/MTMR4/SLC9A3/VIPAS39/RAB8B/OPTN/RAB4A/RAB11FIP3/MYO5B/CD274/HLA-B/ATP11B/RAP2B/SORL1/CD22/BAIAP3/TBC1D12/TPP1/ATG9B/SCAMP1/VPS51/STX7/TMUB1/EHD4/SLC9A5/STX12/SLC9A6/RAN/ABCG1/APP/MELTF/MICALL2/DYNC1I1/WIPF3/AMOTL2/DYNC1LI1/ZDHHC2/ITGB1/STX8/STX6/COMMD1/FZD7/UNC13D/B2M/PLEKHB2/MYO5A/RNF11/ARHGAP44/RAB11FIP4/ATP11A/NSG1/RFFL","CC","iN #1"
"GO:0098984","GO:0098984","neuron to neuron synapse",389,0.197404991601796,0.875182668734602,0.880694143167028,1,0.839108447274771,5758,"tags=29%, list=30%, signal=21%","BNIP3/EGLN1/LRP4/SHISA8/SORCS3/ADCY8/ITPR1/ANP32E/C1QL1/RGS14/ACTN2/EPHA4/GRIN3B/P2RY1/IGSF8/SYNPO/INSYN2B/CAMK2D/ARHGAP32/PCBP1/PRNP/DVL1/EIF3E/GRID2IP/EFNB3/LRFN2/NLGN1/PJA2/AMOT/ATP7A/IGSF11/HOMER1/SH2D5/IQSEC1/PENK/IGSF21/TNIK/LIN7A/MKLN1/SYT9/RPS14/RPL12/GPSM2/KLHL17/GIT1/RPS3/RNF19A/TANC1/PRRT2/SLC16A7/FYN/RPL30/VPS35/CPEB1/DLG4/RPS13/PRR7/RPS19/RPS27/PSD/DNAJB1/GNAI2/PCBP2/MINK1/EPS8/RPL7/RPLP0/RPL38/SPOCK1/SYNDIG1/ADD3/CNKSR2/AGAP3/CADM1/RHEB/NTSR1/GRM3/SLC30A3/EIF3A/PDYN/GRID1/GRIA2/GSG1L/MPDZ/RPL8/LZTS3/SH3KBP1/STRN/RPL10A/RPL6/GRIK3/C9orf72/NPTN/MPP2/DLGAP2/C1QL2/ASIC2/CAMK2N1/SYNGAP1/LRRC4B/RTN1/PPFIA2/CAMK2G/GRIK4/ELFN1/LIN7B/PTPRT/NEURL1/RTN4/ZDHHC2/ITGB1/NECTIN1/DNAJC6/DNM3","CC","iN #1"
"GO:1990351","GO:1990351","transporter complex",431,-0.196233371124232,-0.8747299877753,0.91058394160584,1,0.839108447274771,3504,"tags=21%, list=18%, signal=18%","KCNK12/NDUFV3/KCNG4/LRRC8A/KCNA2/COX1/CHRNA6/CACNA1E/LRRC55/SCN9A/CACNA1D/KCNK7/DLG2/KCND2/CATSPERG/KCNG1/SCN3A/CLCNKA/CHRNA2/CACNB2/CHRND/TMEM199/CHRNB2/CYBB/CACNG2/KCNC2/ATP5F1E/KCNJ2/LRRC8E/ATP6V1B1/TPCN2/SCN7A/SCN2B/KCNMB3/TRPC5/KCNK2/CLIC2/CPT1C/KCNMB2/SLC9A1/CLIC5/CHRFAM7A/ATP6V0A4/KCNC4/KCNA5/KCNC3/ATP6V0A2/BEST4/RYR3/ND4/RNASEK/CACNG5/GABRG3/GRIN2B/GABRR1/COX2/GLRA3/PKD1L3/KCNB1/TRPM5/GRIN3A/COX3/CYTB/WDR93/SCN11A/CACNG8/CNGB1/VWC2L/SCN4A/SCNN1D/STAC3/KCNAB3/ND5/CLDN4/ND4L/KCNQ1/KCNE1/ND3/CHRNA10/CHRNB3/KCNE2/ATP2A1/ND2/KCNK13/ND1/KCNJ16/ATP6/KCNJ14/TMEM30B/ATP8/KCNMB1","CC","iN #1"
"GO:0099572","GO:0099572","postsynaptic specialization",371,0.196981427443825,0.870101152815131,0.887931034482759,1,0.839108447274771,5758,"tags=29%, list=30%, signal=21%","BNIP3/EGLN1/LRP4/SHISA8/LYN/SORCS3/ADCY8/ITPR1/ANP32E/RGS14/ACTN2/EPHA4/GABRB2/GRIN3B/P2RY1/SYNPO/INSYN2B/CAMK2D/ARHGAP32/PCBP1/PRNP/DVL1/EIF3E/GRID2IP/EFNB3/LRFN2/NLGN1/PJA2/AMOT/ATP7A/IGSF11/HOMER1/SH2D5/IQSEC1/P2RX6/IGSF21/KCND3/GABRA2/TNIK/LIN7A/MKLN1/RPS14/RPL12/GPSM2/KLHL17/GIT1/RPS3/TANC1/PRRT2/SLC16A7/FYN/RPL30/VPS35/CPEB1/DLG4/RPS13/PRR7/RPS19/RPS27/PSD/DNAJB1/PCBP2/MINK1/EPS8/RPL7/RPLP0/RPL38/SPOCK1/SYNDIG1/ADD3/CNKSR2/AGAP3/CADM1/RHEB/GRM3/EIF3A/GABRA4/GRID1/GRIA2/GSG1L/MPDZ/RPL8/LZTS3/SH3KBP1/STRN/RPL10A/RPL6/GRIK3/NPTN/MPP2/DLGAP2/ASIC2/CAMK2N1/SYNGAP1/LRRC4B/RTN1/PPFIA2/CAMK2G/GRIK4/ELFN1/LIN7B/PTPRT/NEURL1/RTN4/ZDHHC2/DNAJC6/DNM3","CC","iN #1"
