"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","ONTOLOGY","CellLine"
"GO:0046332","GO:0046332","SMAD binding",79,0.496537729439045,1.82075693180923,0.000203847530773956,0.0039495459087454,0.00309794602689367,3597,"tags=47%, list=21%, signal=37%","Fos/Skil/Hmga2/Smad7/Fermt2/Flna/Pmepa1/Jun/Acvr1c/Tgfb1i1/Cited1/Tgif1/Smurf1/Mef2a/Pparg/Ipo7/Acvrl1/Zc3h3/Rgcc/Tob1/Smad2/Tgfbr1/Fkbp1a/Rnf111/Tgfbr3/Smad4/Trim33/Zeb2/Axin1/Smurf2/Hipk2/Smad3/Smad1/Ppm1a/Purb/Yy1/Tcf12","MF","mG #1"
"GO:0004930","GO:0004930","G protein-coupled receptor activity",223,-0.353684162263937,-1.55597564128115,0.000479477943476591,0.00874342132222019,0.00685816748873638,2598,"tags=36%, list=15%, signal=31%","Grik3/Gabrb1/Celsr1/Ptgir/Adcyap1r1/Fzd8/Tmem116/Cysltr2/Cnr2/Fpr2/Ccr5/Gpr21/S1pr1/Ramp2/Adgrl3/Adgrb2/Gprc5d/P2ry12/Adra1d/Ackr4/Adra2a/Mrgpre/Gpr37l1/Adgre1/Gpr31b/Gpr83/Mrgprd/P2ry13/Ptger1/Gpr61/Ednra/Grm3/Adgrf2/Sucnr1/Tshr/Fzd2/Adgrd1/Oxtr/Casr/Adora3/Adora1/Ptger2/Gpr65/Gpr84/Ptgfr/C5ar1/Fpr1/Gpr156/Sstr2/Drd4/Ltb4r2/Gpr85/Mrgprf/Celsr2/Pth1r/Fzd10/Npsr1/Cmklr1/Gpr88/Hpgd/Galr3/Prokr1/P2ry10b/Vmn2r87/Gper1/S1pr3/Sctr/Tacr2/Ltb4r1/Vmn1r40/Grpr/Tas1r1/Hrh2/Gpr179/Adgrf5/Kctd12b/Grm5/Gpr18/Gpr62/Npffr1/Gpr150","MF","mG #1"
"GO:0002020","GO:0002020","protease binding",128,0.417801924749429,1.6773312357183,0.000827236061009508,0.0142468432729415,0.0111749432803039,3280,"tags=34%, list=19%, signal=28%","Itgb3/Serpine1/Cdk5r1/Hspa1a/Hspa1b/Thbs1/F3/Comp/Fas/Nos1ap/Mif/Tnfrsf8/Tnfaip3/Fn1/Plg/Adamts4/Rock2/Cast/Bcl10/Malt1/Aldoa/Tnfrsf10b/Itgb1/Lcor/Bdkrb2/Fap/Cstb/Riok3/Ldlr/Psap/Insl3/Mbp/Pink1/Apc/Anxa2/Serpinb6a/Polg/Itgav/Derl1/Furin/Itga3/Cltc/Nfrkb/Serpinb9b","MF","mG #1"
"GO:0016706","GO:0016706","2-oxoglutarate-dependent dioxygenase activity",59,0.521545378885296,1.83635146049779,0.00106765211696149,0.0158315125252295,0.0124179266326928,3508,"tags=42%, list=21%, signal=34%","Hr/Kdm6b/Egln1/Alkbh1/Jmjd6/P4ha2/Alkbh5/Egln3/Plod2/Kdm7a/P4ha1/Rsbn1/Kdm3a/Kdm4c/Kdm5c/Asph/Tet2/P4hb/Phf8/Kdm5a/Tyw5/Hspbap1/Alkbh4/Kdm2a/Plod3","MF","mG #1"
"GO:0019207","GO:0019207","kinase regulator activity",252,0.346110505047811,1.52835248830714,0.00107245730009619,0.0158315125252295,0.0124179266326928,2369,"tags=20%, list=14%, signal=17%","Gprc5a/Klf4/Ccnf/Pim1/Cdkn1c/Ereg/Vegfa/Cdk5r1/Bmp2/Ccnl1/Hbegf/Trib3/Angpt4/Wnt11/Gckr/Ccng2/Ccno/Prkag2/Cdkn1a/Ngf/Ccne2/Camk2n1/Gprc5c/Rheb/Cks2/Socs1/Rictor/Bcl10/Malt1/Camk2n2/Pkib/Spry4/Rhoh/Ccnt1/Ddx3x/Nbn/Dab2ip/Rgcc/Ccnt2/Ccnl2/Abi1/Prkar2a/Map3k20/Mob1b/Htr2a/Mob1a/Smcr8/D1Pas1/Lamtor3/Ercc6","MF","mG #1"
"GO:0051020","GO:0051020","GTPase binding",325,0.32741949202361,1.49385665479166,0.000999664108266508,0.0158315125252295,0.0124179266326928,4448,"tags=35%, list=26%, signal=26%","Ngfr/Plk2/C9orf72/Bnip3/Kntc1/Errfi1/Vcl/Ndrg1/Flna/Rph3a/Rusc2/Rabgef1/Tamalin/Gga2/Npc1l1/Rassf1/Picalm/Rasgrf1/Ehd1/Eno1/Pex5/Eno1b/Cdc42ep3/Tnpo1/Appl2/Rims4/Rabgap1l/Kctd13/Ipo7/Acap2/Rcc1/Rock2/Coro1c/Rab11fip1/Gm14137/Rab3gap2/Ipo5/Diaph1/Myo1c/Sgsm1/Micall1/Sytl2/Fnbp1l/Rabggtb/Dmxl2/Golga4/Dvl1/Radil/Rin1/Whamm/Ccdc186/Dvl2/Sgsm3/Rab11fip5/Xpot/Rab3ip/Fmnl3/Pkn3/Plekhg2/Stx4a/Sh3gl1/Rangap1/Hsp90aa1/Myo5a/Bicd2/Ric1/Nxt1/Atp6ap1/Arhgef2/Ect2/Sytl5/Cdc42se2/Pak2/Ybx1/Anxa2/Pkn2/Rapgef4/Atg16l1/Afdn/Rnf41/Ranbp2/Rapgef6/Dennd5a/Rragd/Map2k1/Bin1/Ulk1/Garre1/Usp33/Exoc5/Rragc/Cav1/Ap1g1/Strip1/Ambra1/Rims1/Nup153/Rabac1/Mtss2/Akap13/Arhgdia/Rtkn/Hps4/Myo9b/Abi2/Tbc1d20/Chml/Srgap1/Tnpo3/Mycbp2/Ipo4/Strn3/Ranbp10","MF","mG #1"
"GO:0019787","GO:0019787","ubiquitin-like protein transferase activity",405,0.315640053259408,1.46169745604513,0.00125602258274094,0.0169290000282475,0.0132787742157052,4463,"tags=37%, list=26%, signal=28%","Trim69/Egr2/Lonrf3/Fbxo30/Kctd10/Birc7/Rnf43/Pcgf5/Rabgef1/Trim36/Mkrn1/Tnfaip3/G2e3/Siah2/Rad18/Katna1/Rc3h2/Rnf217/Uhrf2/Smurf1/Rnf2/Lonrf1/Rnf34/Kctd13/Wsb1/Nhlrc3/Mul1/Mdm2/Rnf149/Zfp451/Ube2t/Rlim/Malt1/Klhl21/Rnft1/Rnf225/Rnf19a/Ark2n/Rnf19b/Arih2/Dtx2/Bard1/Topors/Rnf126/Ube2g1/Nedd4l/Marchf7/Ark2c/Trim72/Rnf13/Rnf11/Rc3h1/Map3k1/Traf5/Pias4/Klhl9/Fbxo27/Uhrf1/Ube2ql1/Gid4/Rnf208/Kcmf1/Trim3/Nfx1/Trim43a/Siah1b/Rchy1/Med10/Ufl1/Zfp598/Ube2f/Siah1a/Rnf169/Arih1/Msl2/Ube2d3/Rnf111/Cdk8/Trim33/Rnf4/Rnf146/Neurl2/Cbx4/Smurf2/Rnf138/Ube2g2/Mib1/Bcor/Rnf181/Atg12/Cnot4/Trip12/Rnf41/Ranbp2/Ube2k/Peli1/Traf2/Fbxl3/Rbbp6/Ube4b/Ube3a/Med7/Ube2j1/Trim7/Rspry1/Mdm4/Med31/Ube2o/Rnf38/Rnf115/Sh3rf1/Trim28/Ube2h/Rnf25/Mex3c/Rnf128/Ubr2/Hectd1/Znrf2/Med6/Trim41/Trim37/Ube2j2/Znrf1/Rnf185/Birc6/Vps18/Trim39/Zmiz1/Med18/Itch/Rnf215/Rnf130/Trim27/Traf6/Birc3/Amfr/Trim24/Pja2/Cul1/Pcgf3/Zfp91/Aktip/Ube2s/Cbll1/Mycbp2/Nsmce2/Traf7/Ube2r2","MF","mG #1"
"GO:0016755","GO:0016755","aminoacyltransferase activity",415,0.307381968394608,1.4255000486885,0.00124605414954459,0.0169290000282475,0.0132787742157052,4433,"tags=36%, list=26%, signal=28%","Trim69/Egr2/Lonrf3/Fbxo30/Kctd10/Birc7/Rnf43/Pcgf5/Rabgef1/Trim36/Mkrn1/Tnfaip3/G2e3/Siah2/Rad18/Katna1/Rc3h2/Rnf217/Uhrf2/Smurf1/Rnf2/Lonrf1/Rnf34/Kctd13/Wsb1/Nhlrc3/Mul1/Mdm2/Rnf149/Zfp451/Ube2t/Tgm3/Rlim/Malt1/Klhl21/Rnft1/Rnf225/Rnf19a/Ark2n/Rnf19b/Arih2/Dtx2/Bard1/Topors/Rnf126/Ube2g1/Nedd4l/Marchf7/Ark2c/Trim72/Rnf13/Rnf11/Rc3h1/Map3k1/Traf5/Pias4/Klhl9/Fbxo27/Uhrf1/Ube2ql1/Gid4/Rnf208/Kcmf1/Trim3/Nfx1/Trim43a/Siah1b/Rchy1/Med10/Ufl1/Zfp598/Ube2f/Siah1a/Rnf169/Arih1/Msl2/Ube2d3/Rnf111/Cdk8/Trim33/Rnf4/Rnf146/Neurl2/Cbx4/Smurf2/Rnf138/Ube2g2/Mib1/Bcor/Rnf181/Atg12/Cnot4/Trip12/Rnf41/Ranbp2/Ube2k/Peli1/Traf2/Fbxl3/Rbbp6/Ube4b/Ube3a/Med7/Ube2j1/Trim7/Rspry1/Mdm4/Med31/Ube2o/Rnf38/Rnf115/Sh3rf1/Trim28/Ube2h/Rnf25/Mex3c/Rnf128/Ubr2/Hectd1/Znrf2/Med6/Trim41/Trim37/Ube2j2/Znrf1/Rnf185/Birc6/Vps18/Trim39/Zmiz1/Med18/Itch/Rnf215/Qpct/Rnf130/Trim27/Traf6/Birc3/Amfr/Trim24/Pja2/Cul1/Pcgf3/Zfp91/Aktip/Ube2s/Cbll1/Mycbp2/Nsmce2/F13a1/Traf7","MF","mG #1"
"GO:0004842","GO:0004842","ubiquitin-protein transferase activity",381,0.308489489002269,1.42306983588554,0.00132427264107565,0.0171051882805605,0.0134169728108981,4463,"tags=36%, list=26%, signal=28%","Trim69/Lonrf3/Fbxo30/Kctd10/Birc7/Rnf43/Pcgf5/Rabgef1/Trim36/Mkrn1/Tnfaip3/G2e3/Siah2/Rad18/Katna1/Rc3h2/Rnf217/Uhrf2/Smurf1/Rnf2/Lonrf1/Rnf34/Kctd13/Wsb1/Nhlrc3/Mul1/Mdm2/Rnf149/Ube2t/Rlim/Malt1/Klhl21/Rnft1/Rnf225/Rnf19a/Ark2n/Rnf19b/Arih2/Dtx2/Bard1/Topors/Rnf126/Ube2g1/Nedd4l/Marchf7/Ark2c/Trim72/Rnf13/Rnf11/Rc3h1/Map3k1/Traf5/Klhl9/Fbxo27/Uhrf1/Ube2ql1/Gid4/Rnf208/Kcmf1/Trim3/Nfx1/Trim43a/Siah1b/Rchy1/Med10/Zfp598/Siah1a/Rnf169/Arih1/Msl2/Ube2d3/Rnf111/Cdk8/Trim33/Rnf4/Rnf146/Neurl2/Smurf2/Rnf138/Ube2g2/Mib1/Bcor/Rnf181/Cnot4/Trip12/Rnf41/Ube2k/Peli1/Traf2/Fbxl3/Rbbp6/Ube4b/Ube3a/Med7/Ube2j1/Trim7/Rspry1/Mdm4/Med31/Ube2o/Rnf38/Rnf115/Sh3rf1/Trim28/Ube2h/Rnf25/Mex3c/Rnf128/Ubr2/Hectd1/Znrf2/Med6/Trim41/Trim37/Ube2j2/Znrf1/Rnf185/Birc6/Vps18/Trim39/Med18/Itch/Rnf215/Rnf130/Trim27/Traf6/Birc3/Amfr/Trim24/Pja2/Cul1/Pcgf3/Zfp91/Ube2s/Cbll1/Mycbp2/Nsmce2/Traf7/Ube2r2","MF","mG #1"
"GO:0019887","GO:0019887","protein kinase regulator activity",217,0.346456929516992,1.50048232829821,0.00146030915795022,0.0181078335585827,0.0142034280204843,2369,"tags=20%, list=14%, signal=17%","Gprc5a/Ccnf/Pim1/Cdkn1c/Ereg/Vegfa/Cdk5r1/Bmp2/Ccnl1/Hbegf/Trib3/Angpt4/Wnt11/Ccng2/Ccno/Prkag2/Cdkn1a/Ngf/Ccne2/Camk2n1/Gprc5c/Rheb/Cks2/Rictor/Camk2n2/Pkib/Spry4/Ccnt1/Ddx3x/Nbn/Dab2ip/Rgcc/Ccnt2/Ccnl2/Abi1/Prkar2a/Map3k20/Mob1b/Htr2a/Mob1a/Smcr8/D1Pas1/Ercc6","MF","mG #1"
"GO:0019783","GO:0019783","ubiquitin-like protein peptidase activity",98,0.437327224062831,1.66593360286881,0.00163714580964805,0.0195198154227267,0.015310958786587,5014,"tags=45%, list=29%, signal=32%","Yod1/Otud4/Tnfaip3/Usp37/Usp36/Usp31/Zranb1/Otud1/Usp13/Usp39/Usp16/Senp5/Usp35/Stambpl1/Uspl1/Usp44/Desi2/Usp34/Mindy2/Usp14/Mysm1/Uchl5/Usp3/Zup1/Usp47/Usp33/Senp6/Usp22/Ufsp2/Usp28/Josd1/Otud5/Usp42/Eif3h/Alg13/Usp38/Usp7/Usp19/Cyld/Senp2/Uchl1/Psmd14/Atxn3/Usp1","MF","mG #1"
"GO:0045182","GO:0045182","translation regulator activity",122,0.407618701501942,1.622923378502,0.00186893397236839,0.0214581307938593,0.0168313351897504,3655,"tags=38%, list=21%, signal=30%","Dhfr/Eif4ebp1/Nanos1/Eif1/Eif6/Patl1/Nhlrc3/Cpeb1/Eif1b/Eif1a/Ybx2/Eif4a1/Eef1a1/Eif1ad/Pcbp1/Eif4e/Samd4b/Fxr2/Cpeb2/Trim3/Eif2s3x/Eif2s2/Rara/Rps14/Fxr1/Eif4a2/Gtpbp2/Fmr1/Eef2/Eif3c/Eif3j2/Cnbp/Igf2bp2/Hbs1l/Eif4b/Samd4/Rack1/Eif5/Rpl10/Eif4e2/Purb/Eif3j1/Aire/Eif3a/Eef1g/Rps27l","MF","mG #1"
"GO:0003730","GO:0003730","mRNA 3'-UTR binding",104,0.408247099897219,1.5733502392184,0.00196626982912302,0.0217694159652906,0.0170755011476473,4857,"tags=48%, list=28%, signal=35%","Zfp36/Pabpc4/Mir24-2/Mex3d/Rbm38/Rbms1/Cpeb1/Ybx2/Dnd1/Elavl3/Larp4/Syncrip/Tial1/Pabpc1/Taf15/Rc3h1/Pcbp1/Pum2/Ybx3/Fxr2/Cpeb2/Elavl1/Hnrnpc/Fxr1/Fmr1/Igf2bp2/Tardbp/Zfp36l1/Ago2/Rnps1/Larp4b/Rsl1d1/Celf1/Rpl5/Rps7/Tut1/Cryz/Dazap1/Mir186/Rbm24/Cpeb4/Hnrnpa3/Rbpms/Nhp2/Hnrnpk/Zfp36l2/Csdc2/Tia1/Ilf3/Hnrnpa1","MF","mG #1"
"GO:0101005","GO:0101005","deubiquitinase activity",87,0.443853229088965,1.65657863411422,0.00235690201301851,0.0251944697943358,0.0197620459167795,5014,"tags=45%, list=29%, signal=32%","Yod1/Otud4/Tnfaip3/Usp37/Usp36/Usp31/Zranb1/Otud1/Usp13/Usp39/Usp16/Usp35/Stambpl1/Usp44/Desi2/Usp34/Mindy2/Usp14/Mysm1/Uchl5/Usp3/Zup1/Usp47/Usp33/Usp22/Usp28/Josd1/Otud5/Usp42/Eif3h/Alg13/Usp38/Usp7/Usp19/Cyld/Uchl1/Psmd14/Atxn3/Usp1","MF","mG #1"
"GO:0005125","GO:0005125","cytokine activity",129,0.398323231163038,1.5991074905661,0.00265145200293004,0.0273983373636104,0.0214907162342751,1877,"tags=27%, list=11%, signal=24%","Il11/Csf2/Cxcl2/Il23a/Csf3/Lif/Gdf15/Ifnb1/Inhba/Vegfa/Ccl17/Bmp2/Gdf6/Wnt11/Cntf/Gpi1/Bmp8a/Gdf5/Slurp1/Bmp4/Mif/Ccl28/Wnt10a/Cxcl1/Scg2/Tnfsf13b/Lta/Wnt7a/Kitl/Il19/Edn1/Nampt/Il6/Clcf1/Cxcl10","MF","mG #1"
"GO:0005261","GO:0005261","monoatomic cation channel activity",225,-0.327347247981676,-1.43949234153727,0.00311212221661462,0.0311212221661462,0.0244108737534118,3193,"tags=31%, list=19%, signal=25%","Kcnn1/Kcnn4/P2rx7/Kcnb1/Kcnf1/Kcnk1/Slc24a4/Scn8a/Asic1/Trpv4/Calhm5/Rimbp2/Scn4b/Tspoap1/Grik3/Tmem37/Pkdrej/Scnn1a/Kcnn3/Kcnj12/Trpm6/Kcnu1/Kcna2/Faim2/Kcnip3/Kcna3/P2rx1/Tmem150c/Scn3b/Kcnj16/Kcnc1/Kcnj9/Kcnd1/P2rx6/Cngb3/Kcnc4/Scn2b/Grik2/Kcnj10/Ryr2/Calhm4/Trpm1/Rasa3/Cacng8/Scn4a/Cacna1s/Trpm3/Kcnk6/Scn7a/Kcnj13/Lrrc55/Chrnb4/Nalf2/Mcoln2/Kcnb2/Kcnh3/Cacng5/Kcna6/Slc24a5/Scn3a/Pkd2l2/Lrg1/Calhm6/Sting1/Kcns1/Kcnn2/Slc6a4/Kcna5/Kcng4","MF","mG #1"
"GO:0016627","GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors",57,-0.470950813906768,-1.66006252337724,0.00333614099824893,0.0323188659205365,0.0253502819274836,5777,"tags=54%, list=34%, signal=36%","Tecr/Acad11/Ptgr3/Acadm/Blvra/Tm7sf2/Acox3/Decr1/Acaa1a/Cox15/Dhdh/Bdh2/Acads/Dhodh/Dhcr7/Srd5a1/Decr2/Acad10/Srd5a2/Acaa1b/Akr1c14/Crat/Gcdh/Ptges2/Tbxas1/Ivd/Acad12/Fasn/Dhcr24/Akr1c20/Acox2","MF","mG #1"
"GO:0070851","GO:0070851","growth factor receptor binding",117,0.394293906614719,1.55384233732131,0.00348559832563958,0.0323353427898451,0.0253632060592673,2493,"tags=24%, list=15%, signal=21%","Il11/Itgb3/Csf2/Csf3/Gdnf/Itga5/Ereg/Vegfa/Artn/Hbegf/Angpt4/Cntf/Fgf7/Cdh5/Pdcl3/Fgf18/Il12rb1/Rnf126/Pdgfb/Il6/Dab2ip/Ern1/Esm1/Cd44/Lingo1/Jak2/Il21/Vegfc","MF","mG #1"
"GO:0042826","GO:0042826","histone deacetylase binding",118,0.39211849031405,1.55166969568424,0.0035464569511443,0.0323353427898451,0.0253632060592673,3141,"tags=27%, list=18%, signal=22%","Klf4/Hspa1a/Hr/Hspa1b/Srf/Sik1/Lpin1/Mapk8/Mef2a/Sp1/Dnmt3b/Mef2d/Bhlhe41/Cry1/Lcor/Mier3/Rela/Tbx2/Satb2/Dact1/Rara/Mier1/Cebpb/Hsp90aa1/Twist1/Runx3/Runx2/Smg5/Hey2/Bcor/Pkn2/Zbtb7b","MF","mG #1"
"GO:0019209","GO:0019209","kinase activator activity",132,0.382576332560748,1.54455300905164,0.0039045827844107,0.0345385438114297,0.027091353549882,2369,"tags=24%, list=14%, signal=21%","Gprc5a/Pim1/Ereg/Vegfa/Cdk5r1/Bmp2/Hbegf/Angpt4/Wnt11/Prkag2/Cdkn1a/Ngf/Gprc5c/Rheb/Cks2/Rictor/Bcl10/Malt1/Ccnt1/Ddx3x/Nbn/Dab2ip/Rgcc/Ccnt2/Abi1/Map3k20/Mob1b/Htr2a/Mob1a/D1Pas1/Lamtor3/Ercc6","MF","mG #1"
"GO:0030295","GO:0030295","protein kinase activator activity",123,0.382581696969976,1.52758511905079,0.00401092766842409,0.0345385438114297,0.027091353549882,2369,"tags=24%, list=14%, signal=20%","Gprc5a/Pim1/Ereg/Vegfa/Cdk5r1/Bmp2/Hbegf/Angpt4/Wnt11/Prkag2/Cdkn1a/Ngf/Gprc5c/Rheb/Cks2/Rictor/Ccnt1/Ddx3x/Nbn/Dab2ip/Rgcc/Ccnt2/Abi1/Map3k20/Mob1b/Htr2a/Mob1a/D1Pas1/Ercc6","MF","mG #1"
"GO:0031072","GO:0031072","heat shock protein binding",142,0.37281917422848,1.51801658613228,0.00461955333914686,0.0387043658144737,0.0303589422857162,3070,"tags=25%, list=18%, signal=20%","Zfp36/Kcnj11/Cdk5r1/Hspa1a/Hspa1b/Eef1akmt3/Pdxp/Bmal1/Nfkbia/Eno1/Npas2/Apaf1/Nup62/Eno1b/Tfrc/Hspa9/Rnf207/Camkmt/Unc45b/Snca/Bag2/Ern1/Dnajb1/Dnajb6/Ptges3-ps/Gmeb1/Fkbp1a/Dnajb3/Dnajb9/Rps3/Sacs/Ago2/Bcor/Ptges3/Dnajb2","MF","mG #1"
"GO:0061659","GO:0061659","ubiquitin-like protein ligase activity",320,0.310461432896489,1.41677894198346,0.00500768620546888,0.0404924306591125,0.0317614651349915,4433,"tags=37%, list=26%, signal=28%","Trim69/Egr2/Lonrf3/Fbxo30/Birc7/Rnf43/Pcgf5/Rabgef1/Mkrn1/G2e3/Siah2/Rad18/Rc3h2/Rnf217/Uhrf2/Smurf1/Rnf2/Lonrf1/Rnf34/Wsb1/Nhlrc3/Mul1/Mdm2/Rnf149/Zfp451/Rlim/Rnft1/Rnf225/Rnf19a/Ark2n/Rnf19b/Arih2/Dtx2/Topors/Rnf126/Nedd4l/Marchf7/Ark2c/Trim72/Rnf13/Rnf11/Rc3h1/Traf5/Pias4/Fbxo27/Uhrf1/Gid4/Rnf208/Kcmf1/Trim3/Nfx1/Trim43a/Siah1b/Rchy1/Med10/Ufl1/Zfp598/Siah1a/Arih1/Msl2/Rnf111/Cdk8/Trim33/Rnf4/Rnf146/Neurl2/Cbx4/Smurf2/Rnf138/Mib1/Rnf181/Atg12/Trip12/Rnf41/Ranbp2/Ube2k/Peli1/Traf2/Rbbp6/Ube4b/Ube3a/Med7/Trim7/Med31/Ube2o/Rnf38/Rnf115/Sh3rf1/Trim28/Rnf25/Mex3c/Rnf128/Ubr2/Hectd1/Znrf2/Med6/Trim41/Trim37/Znrf1/Rnf185/Vps18/Trim39/Zmiz1/Med18/Itch/Rnf215/Rnf130/Trim27/Traf6/Birc3/Amfr/Trim24/Pja2/Cul1/Pcgf3/Cbll1/Mycbp2/Nsmce2/Traf7","MF","mG #1"
"GO:0031625","GO:0031625","ubiquitin protein ligase binding",299,0.312745647131052,1.40558368040035,0.00509420901840448,0.0404924306591125,0.0317614651349915,5002,"tags=39%, list=29%, signal=28%","Ngfr/Hspa1a/Egr2/Hspa1b/Trib3/Actg1/Smad7/Tpi1/Wfs1/Vcl/Gpi1/Per1/Yod1/Myc/Jun/Cdkn1a/Sqstm1/Nfkbia/Tnfrsf1b/Rad18/Rnf34/Hspa9/Ubc/Mul1/Bok/Mdm2/Ube2t/Erlin1/Hapstr1/Bcl10/Usp13/Casc3/Ube2g1/Actn4/Blzf1/Rela/Snx9/Gabarapl1/Prkar2a/Traf5/Pias4/Fau/Smad2/Gabarapl2/Tgfbr1/Ccdc50/Rangap1/Trib1/Hsp90aa1/Arih1/Ywhaz/Smg5/Pink1/Axin1/Rps27a/Spopl/Triobp/Apc/Dnajb2/Ikbkg/Atp6v0c/Smad3/Ube2k/Derl1/Gabarap/Rpl23/Traf2/Tcp1/Smad1/Ube2j1/Eif4e2/Rpl5/Abcb1a/Ubxn7/Laptm4b/Psmd1/Trim28/Cacul1/Daxx/Dazap2/Ambra1/Trim37/Cd40/Ube2j2/Tollip/Bag5/Prkar2b/Clu/Rala/Ralb/Cdkn1b/Spop/Hspa5/Jak1/Abi2/Cul1/Egfr/Xbp1/Uba52/Map1lc3a/Cct2/Ubb/Rtn4/Cacybp/Fzd5/Sorbs1/Slf1/Usp19/Crk/Gsk3b/Uchl1/Bag1/Ubxn1/Traf4/Srprb/Atxn3/Ankra2/Ube2n","MF","mG #1"
"GO:0005126","GO:0005126","cytokine receptor binding",207,0.341099438218118,1.46606449958418,0.00575494560587037,0.0446008284454954,0.034984011446212,2598,"tags=25%, list=15%, signal=22%","Il11/Itgb3/Csf2/Cxcl2/Il23a/Csf3/Lif/Ifnb1/Ntrk1/Ngfr/Gdnf/Vegfa/Ccl17/Angpt4/Cntf/Smad7/Fermt2/Cdh5/Rasl11b/Ntf3/Mif/Ngf/Bdnf/Ccl28/Amh/Smurf1/Cxcl1/Tnfsf13b/Socs1/Lta/Ccrl2/Kitl/Pdcl3/Nes/Il12rb1/Il6/Dab2ip/Clcf1/Cxcl10/Adam8/Cish/Traf5/Cd44/Ccl2/Tnfsf9/Smad2/Jak2/Il21/Tgfbr1/Vegfc/Fkbp1a/Cx3cl1","MF","mG #1"
"GO:0005200","GO:0005200","structural constituent of cytoskeleton",60,0.459975850973744,1.62752340305058,0.00654261555533007,0.0494685566378615,0.0388021615733311,1420,"tags=20%, list=8%, signal=18%","Krt16/Actg1/Tubb6/Tpm2/Actb/Nefl/Actr3/Lmna/Tln1/Tpm1/Arpc5/Nefm","MF","mG #1"
"GO:0044389","GO:0044389","ubiquitin-like protein ligase binding",315,0.306182577669788,1.38984456932559,0.00677742821519943,0.0500238749217101,0.039237742298523,4180,"tags=31%, list=25%, signal=24%","Ngfr/Hspa1a/Egr2/Hspa1b/Trib3/Actg1/Smad7/Tpi1/Wfs1/Vcl/Gpi1/Per1/Yod1/Myc/Jun/Cdkn1a/Stam/Sqstm1/Nfkbia/Tnfrsf1b/Rad18/Rnf34/Hspa9/Ubc/Mul1/Bok/Mdm2/Ube2t/Erlin1/Hapstr1/Bcl10/Usp13/Casc3/Ube2g1/Actn4/Blzf1/Rela/Snx9/Gabarapl1/Prkar2a/Traf5/Pias4/Fau/Smad2/Gabarapl2/Tgfbr1/Cebpb/Ccdc50/Rangap1/Trib1/Hsp90aa1/Prr7/Arih1/Ywhaz/Smg5/Pink1/Axin1/Rps27a/Spopl/Triobp/Apc/Dnajb2/Ikbkg/Atp6v0c/Smad3/Ube2k/Derl1/Gabarap/Rpl23/Traf2/Tcp1/Smad1/Ube2j1/Eif4e2/Rpl5/Abcb1a/Ubxn7/Laptm4b/Psmd1/Trim28/Cacul1/Daxx/Dazap2/Ambra1/Hgs/Trim37/Cd40/Ube2j2/Tollip/Bag5/Prkar2b/Itch/Clu/Rala/Ralb/Cdkn1b/Spop/Hspa5/Jak1","MF","mG #1"
"GO:0004843","GO:0004843","cysteine-type deubiquitinase activity",80,0.433555698906002,1.5975594812269,0.00736676979912981,0.0519111820078709,0.040718108807532,5014,"tags=44%, list=29%, signal=31%","Yod1/Otud4/Tnfaip3/Usp37/Usp36/Usp31/Zranb1/Otud1/Usp13/Usp39/Usp16/Usp35/Usp44/Desi2/Usp34/Mindy2/Usp14/Uchl5/Usp3/Zup1/Usp47/Usp33/Usp22/Usp28/Josd1/Otud5/Usp42/Alg13/Usp38/Usp7/Usp19/Cyld/Uchl1/Atxn3/Usp1","MF","mG #1"
"GO:0051015","GO:0051015","actin filament binding",200,0.337444559780789,1.44709016385115,0.00736803873660104,0.0519111820078709,0.040718108807532,1885,"tags=20%, list=11%, signal=18%","Xirp1/Gas2l3/Cnn1/Cnn2/Cdk5r1/Myo1h/Nexn/Flnc/Myh7b/Myh9/Tpm2/Fermt2/Vcl/Flna/Ablim3/Svil/Myo18b/Actr3/Dstn/Tln1/Aif1l/Wdr1/Tpm1/Dmtn/Arpc5/Actn1/Tagln2/Coro1c/Coro6/Scin/Myh11/Amotl2/Tpm4/Cfl2/Myo1c/Syne3/Myo1e/Capg/Actn4/Flnb/Myo1d","MF","mG #1"
