Gene_ID,C1,C2,C3,UC1,UC2,UC3
ENSG00000261470,0,0,0,0,0,0
ENSG00000279779,0,0,0,0,0,0
ENSG00000260268,0,0,0,0,0,0
ENSG00000261749,0,0,0,0,0,0
ENSG00000260975,1,0,0,0,0,0
ENSG00000260478,0,0,0,0,0,0
ENSG00000260887,0,0,0,0,0,0
ENSG00000289907,0,0,0,0,0,0
ENSG00000103460,4,4,2,3,4,3
ENSG00000279427,0,0,0,0,0,0
ENSG00000249231,0,0,0,0,1,0
ENSG00000285800,0,0,0,0,0,0
ENSG00000260963,0,0,0,0,0,0
ENSG00000260393,0,0,0,0,0,0
ENSG00000261261,0,0,0,0,0,0
ENSG00000234337,23,10,17,16,15,15
ENSG00000260326,3,2,3,0,0,0
ENSG00000260258,0,0,0,0,0,0
ENSG00000260939,0,0,0,0,0,0
ENSG00000277639,89,54,63,44,62,46
ENSG00000177200,6946,5233,5218,4705,5771,5507
ENSG00000261291,0,2,0,3,3,2
ENSG00000280227,0,0,0,0,0,1
ENSG00000261056,23,22,17,8,34,20
ENSG00000279589,11,6,8,4,9,11
ENSG00000238645,1,2,2,0,2,1
ENSG00000202193,2,0,1,1,0,1
ENSG00000259962,0,0,0,0,0,0
ENSG00000260078,0,0,0,0,0,0
ENSG00000291103,0,0,0,0,0,0
ENSG00000261804,0,0,0,0,0,0
ENSG00000262714,0,0,2,1,1,0
ENSG00000279741,0,0,0,0,0,0
ENSG00000280027,1,0,0,1,0,0
ENSG00000103479,4359,3293,3237,3304,4064,3871
ENSG00000252569,0,0,0,0,0,0
ENSG00000259926,0,1,2,0,1,2
ENSG00000279344,2,4,2,2,8,3
ENSG00000279722,31,24,22,17,32,31
ENSG00000166971,1228,948,1006,963,1244,1158
ENSG00000288801,0,0,0,0,0,0
ENSG00000287909,0,0,0,0,0,0
ENSG00000103494,2102,1501,1440,1581,1648,1497
ENSG00000275191,17,3,8,6,11,5
ENSG00000140718,4040,3103,3079,2923,3461,3333
ENSG00000261630,0,0,0,0,0,0
ENSG00000280392,6,0,3,1,1,7
ENSG00000260194,0,0,0,0,0,0
ENSG00000261049,0,0,0,0,0,0
ENSG00000280454,0,0,0,0,0,0
ENSG00000259759,0,0,0,0,0,0
ENSG00000259517,0,0,0,0,0,0
ENSG00000177508,1164,1005,646,881,718,621
ENSG00000283689,52,30,42,40,33,37
ENSG00000277559,67,43,60,56,62,45
ENSG00000261803,0,0,0,0,0,0
ENSG00000287885,0,0,0,0,0,0
ENSG00000286845,0,0,0,0,0,0
ENSG00000283304,0,0,0,0,0,0
ENSG00000283258,0,0,0,0,0,0
ENSG00000245694,765,553,676,653,863,790
ENSG00000286357,0,0,0,0,0,0
ENSG00000289307,12,7,5,4,3,8
ENSG00000176842,380,280,226,257,217,226
ENSG00000259711,2,1,3,4,3,0
ENSG00000259725,2,2,4,2,0,3
ENSG00000260147,0,0,0,0,0,0
ENSG00000285775,0,0,0,0,0,0
ENSG00000259283,0,0,0,0,0,0
ENSG00000239555,0,0,0,0,0,0
ENSG00000283423,0,0,0,0,0,0
ENSG00000159387,1,0,0,0,0,0
ENSG00000263207,0,0,0,0,0,0
ENSG00000240760,0,0,0,0,0,0
ENSG00000087245,4831,3894,5643,3472,7022,6601
ENSG00000274508,0,0,0,0,0,0
ENSG00000260135,0,0,0,0,0,0
ENSG00000279030,0,0,0,0,3,0
ENSG00000087253,2133,1570,1692,1410,2528,2393
ENSG00000261997,19,15,20,21,34,36
ENSG00000256812,4,7,3,2,7,7
ENSG00000103546,1,0,0,0,0,0
ENSG00000278928,0,0,0,0,0,0
ENSG00000260765,0,0,0,0,0,0
ENSG00000291109,0,0,0,0,0,0
ENSG00000228695,0,0,0,0,0,0
ENSG00000198848,3,3,2,9,5,5
ENSG00000159398,0,0,0,0,0,0
ENSG00000246379,0,0,0,1,0,1
ENSG00000279523,0,0,0,0,0,0
ENSG00000260041,0,0,0,0,0,0
ENSG00000087258,8,9,7,13,2,6
ENSG00000261439,0,0,0,0,0,0
ENSG00000265281,0,0,0,0,0,0
ENSG00000287866,0,0,0,0,0,0
ENSG00000260198,0,0,0,0,0,0
ENSG00000279764,0,0,0,0,0,0
ENSG00000272372,1,1,0,0,1,0
ENSG00000159461,7169,5287,5887,5200,7085,6452
ENSG00000260621,0,1,1,0,0,0
ENSG00000167005,2702,1956,2097,2183,2308,2201
ENSG00000288725,0,0,0,0,0,0
ENSG00000087263,4358,3342,3559,3352,4048,3787
ENSG00000125124,1251,860,934,943,1102,1034
ENSG00000102891,0,0,0,0,0,0
ENSG00000087250,12,5,6,9,7,5
ENSG00000125148,27190,24655,25184,19173,23715,26468
ENSG00000260823,1,0,5,4,3,4
ENSG00000291105,4,7,6,4,3,4
ENSG00000260549,0,0,0,0,0,0
ENSG00000169715,1426,1244,1541,1145,1559,1573
ENSG00000205364,36,52,63,29,35,41
ENSG00000290662,1,0,0,0,0,0
ENSG00000255986,0,0,0,0,0,0
ENSG00000205362,63,47,45,43,33,43
ENSG00000291095,0,0,0,0,2,0
ENSG00000205361,0,0,0,0,0,0
ENSG00000205360,1,0,0,0,0,0
ENSG00000259923,0,0,0,0,0,0
ENSG00000169688,0,0,0,0,0,0
ENSG00000198417,51,72,71,48,57,77
ENSG00000125144,34,31,44,25,29,34
ENSG00000205358,2,1,1,3,3,4
ENSG00000290663,0,0,0,0,0,0
ENSG00000275691,0,0,0,0,0,0
ENSG00000187193,35,39,40,29,37,23
ENSG00000259827,0,0,0,0,0,0
ENSG00000261429,0,0,0,0,0,1
ENSG00000261302,8,3,1,1,2,2
ENSG00000102900,5412,4529,4221,4340,4843,4329
ENSG00000207649,0,0,0,0,0,0
ENSG00000070915,1,1,1,0,2,3
ENSG00000283471,0,0,0,0,0,0
ENSG00000243988,3,7,3,3,8,3
ENSG00000051108,4160,2914,4892,2937,6925,6510
ENSG00000261270,32,12,61,15,61,77
ENSG00000261114,24,20,29,9,50,43
ENSG00000087237,3,2,4,2,1,2
ENSG00000140853,1677,1361,1465,1182,1606,1433
ENSG00000259922,0,0,0,0,0,0
ENSG00000260145,0,0,0,0,0,0
ENSG00000260148,0,0,0,0,0,0
ENSG00000140848,1625,1280,1482,1311,1776,1721
ENSG00000279019,1,1,1,1,5,2
ENSG00000279803,48,35,33,33,56,49
ENSG00000172775,4541,3675,3572,3723,3882,3708
ENSG00000285979,0,0,1,0,1,0
ENSG00000159579,3335,2496,2628,2621,3164,2963
ENSG00000102931,3996,3051,3110,3119,3976,3658
ENSG00000276663,0,0,0,1,0,0
ENSG00000260038,16,13,15,10,23,15
ENSG00000102934,36,16,23,24,20,14
ENSG00000260965,0,0,0,0,0,0
ENSG00000271456,0,0,0,0,0,0
ENSG00000102962,1,0,0,0,0,0
ENSG00000006210,177,117,135,165,172,139
ENSG00000102970,0,0,0,0,0,0
ENSG00000005194,3793,3028,3081,3143,3518,3328
ENSG00000088682,2206,1751,1715,1963,2003,1982
ENSG00000260345,1,1,1,1,3,1
ENSG00000102978,4726,3771,3738,3834,4156,3878
ENSG00000125170,2516,2064,2118,2134,2317,2209
ENSG00000135736,500,298,352,349,382,387
ENSG00000159618,5,6,5,2,4,14
ENSG00000260828,0,1,4,0,0,0
ENSG00000205336,679,564,441,621,498,435
ENSG00000261633,1,0,0,0,0,0
ENSG00000182885,0,0,1,0,0,0
ENSG00000260467,0,0,0,0,1,0
ENSG00000159625,8,2,6,2,6,3
ENSG00000260438,0,0,0,0,0,0
ENSG00000288753,3,5,3,5,11,6
ENSG00000140854,2076,1530,1773,1703,1961,1993
ENSG00000140859,5707,3798,4452,4427,6024,5354
ENSG00000276166,10,6,11,8,12,15
ENSG00000274816,8,4,6,7,10,5
ENSG00000187185,5,1,1,0,2,0
ENSG00000206833,1,0,0,1,0,1
ENSG00000070729,5,8,2,3,3,6
ENSG00000159648,6,2,4,5,4,2
ENSG00000166188,1035,728,790,756,938,842
ENSG00000103005,5861,4200,4438,4545,4881,4554
ENSG00000102996,948,739,678,768,1065,898
ENSG00000207173,0,0,0,0,0,0
ENSG00000261151,0,0,0,0,0,0
ENSG00000070761,2784,2333,2274,2211,2556,2407
ENSG00000260545,2,0,0,0,1,1
ENSG00000260927,27,16,23,13,25,19
ENSG00000070770,2276,1676,1787,1732,1942,1831
ENSG00000260867,0,0,0,0,1,0
ENSG00000240863,0,0,0,0,0,0
ENSG00000103021,242,179,240,189,218,213
ENSG00000103023,0,0,0,0,0,1
ENSG00000181938,1581,1163,1277,1271,1360,1321
ENSG00000212379,0,0,0,0,0,0
ENSG00000261078,0,0,0,0,0,0
ENSG00000252271,0,0,0,0,0,0
ENSG00000276131,52,45,43,44,44,44
ENSG00000260186,6,3,4,3,2,7
ENSG00000103034,852,633,625,627,826,733
ENSG00000200556,1,0,0,0,0,0
ENSG00000289004,67,52,35,49,60,55
ENSG00000103037,665,470,583,445,599,585
ENSG00000125107,21684,15669,15394,15530,17439,16394
ENSG00000276259,0,0,0,0,0,0
ENSG00000207493,15,4,5,5,4,4
ENSG00000206952,0,0,0,0,0,0
ENSG00000281910,0,0,0,0,0,0
ENSG00000260865,1,0,0,0,1,0
ENSG00000103042,1780,1319,1675,1318,1875,1758
ENSG00000279889,0,1,2,0,2,0
ENSG00000125166,13369,9876,9556,10566,11086,10178
ENSG00000245768,5,3,0,4,5,1
ENSG00000200424,0,0,0,0,0,0
ENSG00000244003,0,0,0,0,0,0
ENSG00000260451,0,1,0,0,0,0
ENSG00000242423,0,0,0,0,0,0
ENSG00000261638,0,0,0,0,0,0
ENSG00000275808,0,0,0,0,0,0
ENSG00000244043,0,0,0,0,0,0
ENSG00000261144,0,0,0,0,0,0
ENSG00000200062,0,0,0,0,0,0
ENSG00000270222,0,0,0,0,0,0
ENSG00000260240,0,0,1,0,0,0
ENSG00000261807,0,0,0,0,0,0
ENSG00000261278,2,4,1,3,4,3
ENSG00000261436,0,0,0,0,0,0
ENSG00000261590,0,0,0,0,0,0
ENSG00000278499,0,0,0,0,0,0
ENSG00000261310,0,0,0,0,0,0
ENSG00000259844,0,0,0,0,0,0
ENSG00000261178,0,0,0,0,0,0
ENSG00000224631,470,251,282,271,315,294
ENSG00000286653,0,1,0,0,1,2
ENSG00000150394,238,123,168,174,278,220
ENSG00000260600,0,0,0,0,0,0
ENSG00000201289,1,0,0,0,0,0
ENSG00000260115,0,0,0,0,0,0
ENSG00000207441,0,0,0,0,0,0
ENSG00000280261,0,0,0,0,0,0
ENSG00000237901,0,0,0,0,0,0
ENSG00000231589,0,0,0,0,0,0
ENSG00000260332,0,0,0,0,0,0
ENSG00000261502,1,1,0,0,1,0
ENSG00000269986,0,1,0,0,2,0
ENSG00000261199,0,0,0,0,0,0
ENSG00000260658,1,1,1,2,0,0
ENSG00000241808,0,0,0,0,0,0
ENSG00000261743,0,0,0,0,0,0
ENSG00000279225,0,0,0,0,0,0
ENSG00000259864,0,0,0,0,0,0
ENSG00000261014,0,0,0,0,0,0
ENSG00000261653,0,0,0,0,0,0
ENSG00000260715,0,0,0,0,0,0
ENSG00000261028,0,0,0,0,0,0
ENSG00000260668,1,0,2,0,1,0
ENSG00000259846,0,0,0,0,1,0
ENSG00000260187,0,0,0,0,0,0
ENSG00000260068,0,0,0,0,0,0
ENSG00000140937,3622,2562,2560,2577,3525,3320
ENSG00000278893,2,0,4,1,6,3
ENSG00000259847,0,0,0,0,0,0
ENSG00000260834,0,1,0,0,0,0
ENSG00000260364,0,0,1,0,0,0
ENSG00000261742,1,1,0,0,0,1
ENSG00000261818,0,0,0,0,0,0
ENSG00000260004,0,0,0,0,0,0
ENSG00000260695,0,0,0,0,0,0
ENSG00000261234,0,0,0,0,0,0
ENSG00000201999,0,0,0,0,0,0
ENSG00000286928,0,0,0,0,0,0
ENSG00000179776,1,2,1,5,2,2
ENSG00000246898,69,71,51,74,53,48
ENSG00000166546,39,24,42,37,68,45
ENSG00000260146,0,0,0,0,0,0
ENSG00000261656,0,2,3,0,0,0
ENSG00000260851,0,0,0,0,0,0
ENSG00000166548,1933,1511,1604,1558,1979,1968
ENSG00000260755,0,0,0,0,1,1
ENSG00000261519,6,7,11,3,5,5
ENSG00000275745,0,0,0,0,0,0
ENSG00000217555,32,33,32,35,36,39
ENSG00000254788,1,1,0,0,0,3
ENSG00000277978,1,1,2,0,2,3
ENSG00000089505,167,120,148,133,157,167
ENSG00000289353,628,463,599,452,628,669
ENSG00000140932,7,6,3,1,4,7
ENSG00000260650,5,5,5,5,5,4
ENSG00000140931,2593,1885,2233,2011,2937,2832
ENSG00000183723,2181,1510,1778,1600,2052,1949
ENSG00000135720,11674,7935,8675,8297,10311,9749
ENSG00000260465,3,0,3,4,4,0
ENSG00000287965,0,0,1,0,0,0
ENSG00000260558,0,0,0,0,0,0
ENSG00000246777,72,56,72,49,68,73
ENSG00000249961,13,9,6,12,30,13
ENSG00000159593,4829,3557,3534,4016,3906,3697
ENSG00000258122,2,1,1,0,2,3
ENSG00000168748,5,7,5,9,9,4
ENSG00000172840,1683,1304,1359,1334,1612,1419
ENSG00000288854,0,0,0,0,0,0
ENSG00000166589,6,2,3,0,2,1
ENSG00000166592,699,577,489,601,473,477
ENSG00000166595,2545,2081,2125,2148,2248,2256
ENSG00000172831,2721,2046,2098,2229,2419,2307
ENSG00000265408,2,2,1,1,1,2
ENSG00000280416,0,1,0,0,1,1
ENSG00000172828,128,93,96,86,94,101
ENSG00000172824,145,134,124,103,171,153
ENSG00000289415,5,3,8,5,8,3
ENSG00000280334,2,1,2,0,0,2
ENSG00000265918,0,0,0,0,0,0
ENSG00000067955,5180,3934,3853,3983,4500,4249
ENSG00000125149,1331,1045,1140,1096,1251,1179
ENSG00000237172,1764,1225,1382,1356,1657,1542
ENSG00000102871,585,315,430,415,516,428
ENSG00000135722,158,102,91,106,114,133
ENSG00000265690,2,3,1,2,3,0
ENSG00000102878,88,73,99,67,93,107
ENSG00000140939,1057,806,862,869,987,923
ENSG00000196123,1259,922,1012,893,1106,1010
ENSG00000179044,5,5,3,7,5,1
ENSG00000205250,3626,2782,3046,2860,3476,3166
ENSG00000102890,185,152,137,151,172,158
ENSG00000207948,0,0,0,0,3,1
ENSG00000280163,17,15,16,7,10,11
ENSG00000125122,198,124,181,138,188,189
ENSG00000168701,1618,1280,1411,1384,1738,1559
ENSG00000135723,4660,3599,3322,3693,3789,3461
ENSG00000135740,499,399,415,328,374,362
ENSG00000262691,95,53,58,43,72,55
ENSG00000196155,3942,3183,2633,3480,2900,2597
ENSG00000168676,98,65,71,47,63,57
ENSG00000201201,5,1,1,4,1,1
ENSG00000159708,86,53,108,56,80,69
ENSG00000159713,28,40,10,27,19,18
ENSG00000239194,1,0,0,0,0,0
ENSG00000159714,139,89,102,99,137,156
ENSG00000176387,43,28,21,15,26,22
ENSG00000261320,0,2,0,0,0,0
ENSG00000159720,6630,5228,5221,5448,6412,6012
ENSG00000270049,115,117,120,105,121,97
ENSG00000159723,1,0,0,0,0,0
ENSG00000276075,41,34,32,46,65,43
ENSG00000039523,6254,4411,5001,4614,5661,5176
ENSG00000261396,14,4,8,3,7,6
ENSG00000259945,0,4,5,0,3,4
ENSG00000260894,4,4,2,1,3,1
ENSG00000261386,5,7,5,4,4,2
ENSG00000280214,9,9,9,9,14,14
ENSG00000259804,12,10,5,4,11,5
ENSG00000102974,4531,3633,3210,3308,3719,3553
ENSG00000237718,0,0,0,0,0,0
ENSG00000159753,164,108,164,141,177,187
ENSG00000102977,1769,1502,1536,1464,1680,1588
ENSG00000102981,439,350,401,358,480,447
ENSG00000124074,759,580,631,603,714,632
ENSG00000159761,58,42,52,46,58,49
ENSG00000141098,1681,1317,1373,1359,1465,1353
ENSG00000141084,2302,1679,1692,1737,1946,1852
ENSG00000270165,16,8,13,16,15,14
ENSG00000289164,15,6,5,8,8,11
ENSG00000102904,103,63,61,71,76,55
ENSG00000102901,3660,2735,3152,2803,3603,3424
ENSG00000168286,1510,1187,1117,1200,1291,1109
ENSG00000102898,7113,5708,5727,5778,6308,6052
ENSG00000262141,0,0,0,0,0,0
ENSG00000038358,4536,3338,3504,3750,3952,3628
ENSG00000263126,18,9,11,13,11,11
ENSG00000188038,0,0,0,0,0,0
ENSG00000159792,2686,2166,2204,2328,2733,2525
ENSG00000141086,82,77,85,66,91,89
ENSG00000261884,11,10,3,10,13,9
ENSG00000205220,446,338,340,364,381,364
ENSG00000213398,744,529,785,491,883,843
ENSG00000124067,8531,5977,7485,6514,9694,8925
ENSG00000141096,1,0,0,0,0,0
ENSG00000289991,0,1,1,1,0,1
ENSG00000167261,1,0,0,1,0,0
ENSG00000167264,824,617,635,684,726,687
ENSG00000289618,0,0,0,0,0,0
ENSG00000262962,0,0,0,0,0,0
ENSG00000263201,0,0,0,0,0,0
ENSG00000202336,0,1,0,0,0,0
ENSG00000182810,753,587,545,685,636,623
ENSG00000261864,6,4,7,2,2,2
ENSG00000072736,3257,2647,2698,2380,3062,2918
ENSG00000201850,0,0,0,0,0,0
ENSG00000212445,3,0,1,0,0,1
ENSG00000262514,6,6,4,5,5,2
ENSG00000279621,0,0,0,0,0,0
ENSG00000240435,5,3,3,2,9,2
ENSG00000260891,0,0,0,0,0,1
ENSG00000263276,32,26,28,18,16,15
ENSG00000262160,29,22,21,19,32,31
ENSG00000103067,166,107,172,130,175,180
ENSG00000284259,2,0,1,0,0,0
ENSG00000261469,0,0,0,0,0,1
ENSG00000103066,2425,1763,2181,1859,2731,2454
ENSG00000260441,0,0,0,0,0,1
ENSG00000103064,5589,3795,4367,3837,5468,4937
ENSG00000252026,0,0,1,0,1,0
ENSG00000103061,1429,1097,1112,1081,1207,1107
ENSG00000279649,10,9,2,4,7,7
ENSG00000132600,2001,1761,1588,1650,1852,1712
ENSG00000259797,7,4,10,6,8,3
ENSG00000222177,0,0,0,0,0,0
ENSG00000103056,23,23,18,27,12,15
ENSG00000279693,2,0,5,2,4,0
ENSG00000287760,5,13,7,10,9,7
ENSG00000274698,7,7,5,3,12,6
ENSG00000199263,0,0,0,0,0,0
ENSG00000241334,0,1,0,0,0,0
ENSG00000184939,2101,1400,1753,1478,1943,1967
ENSG00000201164,0,1,0,0,0,0
ENSG00000260084,0,0,0,0,0,0
ENSG00000275383,2,0,2,2,2,0
ENSG00000252040,0,0,0,0,0,0
ENSG00000252640,0,0,0,0,0,0
ENSG00000062038,78,44,49,53,56,80
ENSG00000260577,3,2,2,4,2,2
ENSG00000260860,0,1,0,1,2,0
ENSG00000261395,1,0,1,0,0,0
ENSG00000039068,17,7,15,7,24,29
ENSG00000200558,0,0,0,0,0,0
ENSG00000260798,2,1,1,1,1,1
ENSG00000260459,0,0,0,0,2,0
ENSG00000103047,1294,1027,1111,981,1228,1101
ENSG00000199979,0,0,0,0,0,0
ENSG00000275504,0,0,0,0,0,0
ENSG00000260999,0,0,0,0,0,0
ENSG00000266801,7,4,3,5,3,4
ENSG00000202497,0,0,0,0,0,0
ENSG00000271129,0,0,0,0,0,0
ENSG00000244378,2,6,4,1,1,4
ENSG00000103044,446,272,273,283,259,234
ENSG00000168802,30,19,15,19,19,26
ENSG00000286140,0,0,0,0,0,0
ENSG00000141076,5604,4180,4345,4376,4703,4466
ENSG00000207083,0,0,0,0,0,0
ENSG00000168807,5171,3818,3961,3909,4835,4213
ENSG00000200164,2,2,2,0,2,2
ENSG00000265113,1,2,2,1,3,3
ENSG00000260914,0,0,0,0,0,0
ENSG00000132612,2200,1705,1882,1782,2155,1917
ENSG00000213380,419,264,274,334,296,316
ENSG00000258429,44,17,14,28,31,12
ENSG00000272617,0,0,0,0,0,0
ENSG00000260371,0,0,0,0,0,0
ENSG00000259900,0,0,0,0,0,0
ENSG00000132603,3209,2427,2466,2607,2736,2522
ENSG00000157315,1,4,4,0,7,6
ENSG00000132604,1646,1302,1294,1296,1488,1403
ENSG00000103018,7130,5262,5935,5785,6361,6226
ENSG00000261527,0,1,0,0,0,0
ENSG00000260108,0,0,0,0,0,0
ENSG00000102908,4695,3317,3621,2877,4081,3636
ENSG00000223109,0,0,0,0,0,0
ENSG00000274093,9,7,9,3,9,7
ENSG00000260772,0,0,0,0,0,0
ENSG00000181019,36646,33290,37419,31254,40351,37643
ENSG00000261602,3,2,3,1,4,1
ENSG00000262136,14,21,13,13,25,15
ENSG00000141101,3294,2834,2839,2765,3150,2939
ENSG00000260290,65,59,72,63,65,59
ENSG00000198373,2392,1765,1829,1887,2172,2012
ENSG00000252443,0,0,0,0,0,0
ENSG00000208017,0,0,0,0,0,0
ENSG00000157322,8,7,6,9,8,11
ENSG00000277003,0,0,0,0,0,0
ENSG00000196696,189,123,123,83,184,135
ENSG00000226232,0,0,0,0,0,0
ENSG00000290459,0,0,0,0,0,0
ENSG00000255185,0,0,0,0,0,0
ENSG00000291265,7,14,9,3,7,9
ENSG00000239118,0,0,0,0,0,0
ENSG00000290709,1,2,3,1,1,1
ENSG00000241183,1,1,0,0,0,0
ENSG00000090857,4537,3606,3616,3197,3910,3749
ENSG00000247228,2,1,2,2,2,3
ENSG00000157335,3,4,0,1,1,1
ENSG00000261145,0,0,0,0,2,0
ENSG00000291263,162,147,266,141,260,253
ENSG00000261556,64,45,53,46,77,64
ENSG00000291219,0,0,0,0,0,0
ENSG00000223496,2412,1700,1991,1780,2305,2135
ENSG00000090861,11964,9363,11662,9617,13688,12700
ENSG00000265648,0,0,0,0,0,0
ENSG00000157349,1161,808,859,850,984,904
ENSG00000260537,0,0,0,0,0,0
ENSG00000261777,56,22,38,35,41,30
ENSG00000168872,879,654,691,750,819,779
ENSG00000285710,6,7,9,2,4,3
ENSG00000157350,4060,3027,3062,3197,3879,3416
ENSG00000260111,7,8,10,11,10,8
ENSG00000240043,0,0,0,1,0,0
ENSG00000200153,0,0,1,0,0,0
ENSG00000157353,883,602,712,677,817,682
ENSG00000103051,4527,3575,3648,3741,4327,4067
ENSG00000189091,24274,17572,17539,18542,20563,18838
ENSG00000221514,1,0,0,0,0,0
ENSG00000221066,1,0,2,0,0,0
ENSG00000157368,175,114,171,139,209,162
ENSG00000132613,8133,5472,6357,6265,7310,6820
ENSG00000279569,22,10,21,22,25,13
ENSG00000103043,2221,1865,2107,1848,2417,2249
ENSG00000279412,1,2,0,0,1,1
ENSG00000260156,3,1,1,2,0,1
ENSG00000214353,54,38,27,31,38,28
ENSG00000279815,1,0,0,0,0,0
ENSG00000279122,5,1,9,4,4,5
ENSG00000279123,0,0,0,0,0,0
ENSG00000157423,14,9,15,8,16,14
ENSG00000221725,0,0,0,0,0,0
ENSG00000259833,0,0,0,0,0,0
ENSG00000259798,0,0,0,0,0,0
ENSG00000180917,117,90,95,92,105,100
ENSG00000261260,0,0,0,0,0,0
ENSG00000172137,2,0,0,0,1,2
ENSG00000261348,0,0,0,0,0,0
ENSG00000262120,0,0,0,0,0,0
ENSG00000260734,1,0,0,0,0,0
ENSG00000262008,0,0,0,0,0,0
ENSG00000167377,74,44,68,37,62,64
ENSG00000261611,0,1,1,1,0,1
ENSG00000247324,5,5,9,6,11,7
ENSG00000157429,86,69,65,69,79,64
ENSG00000260520,0,0,0,0,0,0
ENSG00000140835,4,5,0,7,2,1
ENSG00000260015,1,0,0,1,0,0
ENSG00000252339,1,0,0,0,1,0
ENSG00000260886,1,2,2,0,1,1
ENSG00000198650,3,2,0,0,2,1
ENSG00000260593,2,0,1,0,0,4
ENSG00000140832,11,9,9,7,16,9
ENSG00000040199,2476,1700,1798,1767,2124,1762
ENSG00000260185,0,0,0,1,1,0
ENSG00000199301,0,0,0,0,0,0
ENSG00000263666,0,1,1,0,0,0
ENSG00000261513,11,2,2,5,2,4
ENSG00000260612,0,1,0,0,0,0
ENSG00000166747,8669,6579,6576,6551,7108,6835
ENSG00000223224,0,2,1,0,2,2
ENSG00000283057,0,2,1,0,0,0
ENSG00000224470,3566,2515,2877,2483,3044,2646
ENSG00000262140,7,3,3,5,9,7
ENSG00000182149,6723,5259,5361,5113,5945,5531
ENSG00000279592,0,1,2,0,0,2
ENSG00000102984,360,299,285,281,379,327
ENSG00000261765,0,1,0,0,4,1
ENSG00000277481,1,3,0,0,1,1
ENSG00000242176,0,0,0,0,0,0
ENSG00000263311,1,2,0,0,0,0
ENSG00000263232,3,2,2,2,3,3
ENSG00000102967,845,689,742,712,789,762
ENSG00000289937,2,0,2,0,5,1
ENSG00000140830,1179,844,836,783,884,854
ENSG00000257017,2,0,1,2,3,0
ENSG00000261701,2,4,5,10,3,2
ENSG00000260252,0,2,0,0,0,0
ENSG00000140829,6606,5241,5083,5007,5649,4947
ENSG00000118557,54,44,42,35,59,47
ENSG00000261673,2,3,0,1,2,2
ENSG00000261008,164,113,97,100,142,155
ENSG00000261774,1,0,1,0,0,0
ENSG00000283564,0,0,0,0,0,0
ENSG00000260664,22,12,12,18,17,28
ENSG00000259768,692,458,509,450,559,498
ENSG00000238731,0,0,0,0,0,0
ENSG00000261764,0,3,2,3,2,1
ENSG00000279206,4,1,4,1,5,3
ENSG00000140836,4292,3229,3421,2853,3562,3442
ENSG00000259209,14,13,13,12,16,8
ENSG00000251868,0,0,0,0,0,0
ENSG00000279757,2,2,2,0,1,1
ENSG00000280092,0,0,0,1,3,3
ENSG00000272330,0,1,4,0,3,4
ENSG00000279591,13,16,12,4,16,9
ENSG00000271009,51,37,43,19,36,25
ENSG00000260880,1,0,0,0,0,1
ENSG00000284675,0,0,0,0,0,0
ENSG00000261227,2,4,4,4,1,2
ENSG00000279120,0,0,0,0,0,0
ENSG00000258779,0,0,0,0,0,1
ENSG00000260848,0,0,0,0,0,0
ENSG00000283457,0,0,0,0,0,0
ENSG00000259817,0,0,0,0,0,0
ENSG00000284670,2,1,0,1,5,1
ENSG00000261404,6,7,5,3,7,6
ENSG00000279420,0,0,0,0,0,0
ENSG00000279100,0,0,0,0,0,0
ENSG00000260471,0,0,0,0,0,0
ENSG00000261248,0,0,0,0,0,0
ENSG00000275236,4,5,7,5,6,10
ENSG00000103035,7744,6011,5889,6288,6972,6505
ENSG00000259972,221,193,216,136,241,188
ENSG00000239763,74,48,54,24,57,57
ENSG00000260884,1,0,0,0,0,0
ENSG00000290890,16,4,6,3,4,5
ENSG00000214331,23,9,12,14,3,21
ENSG00000261079,8,12,4,5,16,5
ENSG00000196436,224,165,212,140,242,241
ENSG00000276822,1,0,1,0,0,0
ENSG00000140839,16,12,20,10,27,24
ENSG00000261170,0,0,0,0,0,0
ENSG00000090863,14894,11212,11161,11360,13703,12384
ENSG00000251794,0,0,0,0,0,0
ENSG00000207525,4,10,4,2,1,5
ENSG00000240861,0,0,0,0,0,0
ENSG00000270945,5,3,5,3,2,1
ENSG00000168411,7088,5603,5551,5481,5921,5482
ENSG00000262904,23,25,13,17,22,15
ENSG00000168404,642,519,567,494,532,521
ENSG00000103089,11,5,3,2,12,4
ENSG00000261458,0,0,0,0,1,0
ENSG00000103091,1666,1270,1452,1322,1611,1507
ENSG00000186187,1191,867,879,963,1102,941
ENSG00000247033,0,1,1,1,0,0
ENSG00000166816,11,5,6,3,11,17
ENSG00000261058,1,1,1,0,0,0
ENSG00000184517,360,275,288,269,309,307
ENSG00000213318,0,0,0,1,0,0
ENSG00000168928,1,0,0,0,0,0
ENSG00000168925,0,0,0,0,0,0
ENSG00000290455,0,0,0,0,0,0
ENSG00000240338,0,0,0,0,0,0
ENSG00000050820,3104,2175,2263,2424,2747,2536
ENSG00000280152,67,55,68,44,69,48
ENSG00000252101,0,0,0,0,1,0
ENSG00000153774,1444,1176,1261,1192,1282,1270
ENSG00000259999,2,7,1,1,0,0
ENSG00000261783,15,11,11,8,9,5
ENSG00000252122,0,1,1,1,1,0
ENSG00000261717,0,0,0,0,0,0
ENSG00000274220,36,44,29,38,28,28
ENSG00000166822,884,618,729,663,806,741
ENSG00000261476,15,14,12,6,11,9
